Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,84.445999,84.445999,84.445999,84.445999,84.445999,0
2008-01-03,85.651802,85.651802,85.651802,85.651802,85.651802,0
2008-01-04,85.266899,85.266899,85.266899,85.266899,85.266899,0
2008-01-07,85.688004,85.688004,85.688004,85.688004,85.688004,0
2008-01-08,87.108101,87.108101,87.108101,87.108101,87.108101,0
2008-01-09,87.456299,87.456299,87.456299,87.456299,87.456299,0
2008-01-10,88.178299,88.178299,88.178299,88.178299,88.178299,0
2008-01-11,88.850502,88.850502,88.850502,88.850502,88.850502,0
2008-01-14,89.944504,89.944504,89.944504,89.944504,89.944504,0
2008-01-15,91.040398,91.040398,91.040398,91.040398,91.040398,0
2008-01-16,88.721100,88.721100,88.721100,88.721100,88.721100,0
2008-01-17,88.570602,88.570602,88.570602,88.570602,88.570602,0
2008-01-18,87.946404,87.946404,87.946404,87.946404,87.946404,0
2008-01-21,86.871696,86.871696,86.871696,86.871696,86.871696,0
2008-01-22,87.244698,87.244698,87.244698,87.244698,87.244698,0
2008-01-23,88.564903,88.564903,88.564903,88.564903,88.564903,0
2008-01-24,90.657799,90.657799,90.657799,90.657799,90.657799,0
2008-01-25,91.554100,91.554100,91.554100,91.554100,91.554100,0
2008-01-28,91.900200,91.900200,91.900200,91.900200,91.900200,0
2008-01-29,92.173401,92.173401,92.173401,92.173401,92.173401,0
2008-01-30,91.624001,91.624001,91.624001,91.624001,91.624001,0
2008-01-31,92.046799,92.046799,92.046799,92.046799,92.046799,0
2008-02-01,91.123596,91.123596,91.123596,91.123596,91.123596,0
2008-02-04,89.101898,89.101898,89.101898,89.101898,89.101898,0
2008-02-05,88.477798,88.477798,88.477798,88.477798,88.477798,0
2008-02-06,90.022102,90.022102,90.022102,90.022102,90.022102,0
2008-02-07,89.697197,89.697197,89.697197,89.697197,89.697197,0
2008-02-08,91.341103,91.341103,91.341103,91.341103,91.341103,0
2008-02-11,91.512604,91.512604,91.512604,91.512604,91.512604,0
2008-02-12,91.411903,91.411903,91.411903,91.411903,91.411903,0
2008-02-13,89.616600,89.616600,89.616600,89.616600,89.616600,0
2008-02-14,90.313499,90.313499,90.313499,90.313499,90.313499,0
2008-02-15,90.960403,90.960403,90.960403,90.960403,90.960403,0
2008-02-18,90.035500,90.035500,90.035500,90.035500,90.035500,0
2008-02-19,92.102898,92.102898,92.102898,92.102898,92.102898,0
2008-02-20,91.703201,91.703201,91.703201,91.703201,91.703201,0
