Date,Open,High,Low,Close,Adj Close,Volume
2008-10-20,168.669998,168.669998,168.669998,168.669998,168.669998,0
2008-10-21,169.095993,169.095993,169.095993,169.095993,169.095993,0
2008-10-22,169.929993,169.929993,169.929993,169.929993,169.929993,0
2008-10-23,170.253998,170.253998,170.253998,170.253998,170.253998,0
2008-10-24,170.320007,170.320007,170.320007,170.320007,170.320007,0
2008-10-27,170.332001,170.332001,170.332001,170.332001,170.332001,0
2008-10-28,169.940994,169.940994,169.940994,169.940994,169.940994,0
2008-10-29,169.779007,169.779007,169.779007,169.779007,169.779007,0
2008-10-30,null,null,null,null,null,null
2008-10-31,169.026993,169.026993,169.026993,169.026993,169.026993,0
2008-11-03,null,null,null,null,null,null
2008-11-04,169.792007,169.792007,169.792007,169.792007,169.792007,0
2008-11-05,170.001007,170.001007,170.001007,170.001007,170.001007,0
2008-11-06,170.440002,170.440002,170.440002,170.440002,170.440002,0
2008-11-07,170.699005,170.699005,170.699005,170.699005,170.699005,0
2008-11-10,170.755005,170.755005,170.755005,170.755005,170.755005,0
2008-11-11,170.834000,170.834000,170.834000,170.834000,170.834000,0
2008-11-12,171.154007,171.154007,171.154007,171.154007,171.154007,0
2008-11-13,170.901993,170.901993,170.901993,170.901993,170.901993,0
2008-11-14,171.300995,171.300995,171.300995,171.300995,171.300995,0
2008-11-17,171.427002,171.427002,171.427002,171.427002,171.427002,0
2008-11-18,171.656006,171.656006,171.656006,171.656006,171.656006,0
2008-11-19,172.335007,172.335007,172.335007,172.335007,172.335007,0
2008-11-20,173.563995,173.563995,173.563995,173.563995,173.563995,0
2008-11-21,173.531998,173.531998,173.531998,173.531998,173.531998,0
2008-11-24,173.061005,173.061005,173.061005,173.061005,173.061005,0
2008-11-25,173.621002,173.621002,173.621002,173.621002,173.621002,0
2008-11-26,174.186996,174.186996,174.186996,174.186996,174.186996,0
2008-11-27,174.095993,174.095993,174.095993,174.095993,174.095993,0
2008-11-28,174.302002,174.302002,174.302002,174.302002,174.302002,0
2008-12-01,175.207001,175.207001,175.207001,175.207001,175.207001,0
2008-12-02,175.906006,175.906006,175.906006,175.906006,175.906006,0
2008-12-03,176.238007,176.238007,176.238007,176.238007,176.238007,0
2008-12-04,176.136993,176.136993,176.136993,176.136993,176.136993,0
2008-12-05,175.936005,175.936005,175.936005,175.936005,175.936005,0
2008-12-08,175.082001,175.082001,175.082001,175.082001,175.082001,0
2008-12-09,175.011002,175.011002,175.011002,175.011002,175.011002,0
2008-12-10,175.042007,175.042007,175.042007,175.042007,175.042007,0
2008-12-11,175.102005,175.102005,175.102005,175.102005,175.102005,0
2008-12-12,174.837006,174.837006,174.837006,174.837006,174.837006,0
2008-12-15,175.227005,175.227005,175.227005,175.227005,175.227005,0
2008-12-16,175.910995,175.910995,175.910995,175.910995,175.910995,0
2008-12-17,null,null,null,null,null,null
2008-12-18,177.449997,177.449997,177.449997,177.449997,177.449997,0
2008-12-19,177.419006,177.419006,177.419006,177.419006,177.419006,0
2008-12-22,177.742004,177.742004,177.742004,177.742004,177.742004,0
2008-12-23,177.699005,177.699005,177.699005,177.699005,177.699005,0
